branchname,"""COLLECTION CODE""",TOTAL ITEMS,ADULT ITEMS,YOUNG ADULT ITEMS,JUVENILE ITEMS,TOTAL ADDED LM,ADULT ADDED LM,YOUNG ADULT ADDED LM,JUVENILE ADDED LM,TOTAL DELETED LM,ADULT DELETED LM,YOUNG ADULT DELETED LM,JUVENILE DELETED LM
"Hiawatha, Morrill Public Library",Music : compact disc,5,2,,3,,,,,,,,
"Hiawatha, Morrill Public Library",Music : record,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Musical instrument : brass instruments,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Musical instrument : drums and percussion,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Musical instrument : misceleaneous,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Musical instrument : stringed instruments,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Musical instrument : woodwind instruments,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Mystery,1103,1102,,1,5,5,,,1,,,
"Hiawatha, Morrill Public Library",Mystery-Cozy,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Non-Fiction,6866,5029,60,1777,11,9,1,1,1,,,
"Hiawatha, Morrill Public Library",On Display,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Online Resource,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Oversize,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Paperback,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Parenting,2,,,2,,,,,,,,
"Hiawatha, Morrill Public Library",Periodical - Comic books,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Picture Book,3290,5,,3285,10,,,10,3,,,
"Hiawatha, Morrill Public Library",Professional Collection,74,5,,69,,,,,,,,
"Hiawatha, Morrill Public Library",Public Computer,4,4,,,,,,,,,,
"Hiawatha, Morrill Public Library",Puzzles & Board Games,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Read and listen - easy reader,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Read and listen - fiction,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Read and listen - non-fiction,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Read and listen - picture book,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Record player,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : athletic / sports equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : basketball equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : fishing equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : football equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : softball / baseball equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Recreation : tennis equipment,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Reference,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Romance,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Sci Fi-Fantasy,1235,1234,,1,2,2,,,38,,,
"Hiawatha, Morrill Public Library",Software,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Spanish,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Special collection - Dyslexic and Autistic Reading Engagement,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Sports & Recreation,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Gameboy,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo 3DS,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo DS,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo Gamecube,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo Switch,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo Wii,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-Nintendo Wii U,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-PlayStation 2 (PS2),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-PlayStation 3 (PS3),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-PlayStation 4 (PS4),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-PlayStation 5 (PS5),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-PlayStation Portable (PSP),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG--Videogame,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-XBox,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-XBox 360,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-XBox One,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",VG-XBox X,,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video (Blu-ray),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video (Blu-ray/DVD combined edition),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video (DVD),1600,1200,,400,,,,,9,,,
"Hiawatha, Morrill Public Library",Video (media player),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video (VHS cassette),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video-TV series (Blu-ray),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video-TV series (Blu-ray/DVD combined edition),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Video-TV series (DVD),263,247,,16,,,,,3,,,
"Hiawatha, Morrill Public Library",Video-TV series (media player),,,,,,,,,,,,
"Hiawatha, Morrill Public Library",Western,113,113,,,,,,,,,,
Highland Community College,(Unclassified),,,,,,,,,,,,
Highland Community College,Action & Adventure,,,,,,,,,,,,
Highland Community College,Adult literacy,,,,,,,,,,,,
Highland Community College,African American history and literature,,,,,,,,,,,,
Highland Community College,Archival materials,,,,,,,,,,,,
Highland Community College,Atlas,3,3,,,,,,,,,,
Highland Community College,Audiobook (cassette),,,,,,,,,,,,
Highland Community College,Audiobook (CD),,,,,,,,,,,,
Highland Community College,Audiobook (downloadable),,,,,,,,,,,,
Highland Community College,Audiobook (media player),,,,,,,,,,,,
Highland Community College,Audio-visual equipment,,,,,,,,,,,,
Highland Community College,Bakeware,,,,,,,,,,,,
Highland Community College,Battle of the books,,,,,,,,,,,,
Highland Community College,Bicycle,,,,,,,,,,,,
Highland Community College,Bilingual,,,,,,,,,,,,
Highland Community College,Binder,,,,,,,,,,,,
Highland Community College,Biography,191,183,1,7,2,2,,,,,,
Highland Community College,Blu-ray player,,,,,,,,,,,,
Highland Community College,Board Book,,,,,,,,,,,,
Highland Community College,Chapter Books,,,,,,,,,,,,
Highland Community College,Classics,158,158,,,,,,,,,,
Highland Community College,Contemporary Issues,,,,,,,,,,,,
Highland Community College,Downloadable Book,,,,,,,,,,,,
Highland Community College,Downloadable Graphic Novel,,,,,,,,,,,,
Highland Community College,Downloadable Magazine,,,,,,,,,,,,
Highland Community College,Downloadable Movie,,,,,,,,,,,,
Highland Community College,Downloadable Music,,,,,,,,,,,,
Highland Community College,Downloadable TV Show,,,,,,,,,,,,
Highland Community College,Easy Reader,,,,,,,,,,,,
Highland Community College,Education,,,,,,,,,,,,
Highland Community College,Fiction,441,296,65,80,6,6,,,,,,
Highland Community College,Gadget,,,,,,,,,,,,
Highland Community College,Genealogy,41,41,,,,,,,,,,
Highland Community College,Graphic Novel,,,,,,,,,,,,
Highland Community College,Historical ,,,,,,,,,,,,
Highland Community College,Holiday,,,,,,,,,,,,
Highland Community College,Holiday video,,,,,,,,,,,,
Highland Community College,Inspirational,,,,,,,,,,,,
Highland Community College,Interlibrary Loan,,,,,,,,,,,,
Highland Community College,Kansas,386,385,,1,,,,,,,,
Highland Community College,Kansas notable books,,,,,,,,,,,,
Highland Community College,Large Print,,,,,,,,,,,,
Highland Community College,Large Print Non-Fiction,,,,,,,,,,,,
Highland Community College,LGBTQ+,28,28,,,,,,,,,,
Highland Community College,Lynda.com course,,,,,,,,,,,,
Highland Community College,Magazine,,,,,,,,,,,,
Highland Community College,Map,,,,,,,,,,,,
Highland Community College,McNaughton Fiction,49,48,1,,,,,,1,,,
Highland Community College,McNaughton Non-fiction,8,8,,,,,,,,,,
Highland Community College,Miscellaneous,29,29,,,,,,,,,,
Highland Community College,Music : compact disc,,,,,,,,,,,,
Highland Community College,Music : record,,,,,,,,,,,,
Highland Community College,Musical instrument : brass instruments,,,,,,,,,,,,
Highland Community College,Musical instrument : drums and percussion,,,,,,,,,,,,
Highland Community College,Musical instrument : misceleaneous,,,,,,,,,,,,
Highland Community College,Musical instrument : stringed instruments,,,,,,,,,,,,
Highland Community College,Musical instrument : woodwind instruments,,,,,,,,,,,,
Highland Community College,Mystery,,,,,,,,,,,,
Highland Community College,Mystery-Cozy,,,,,,,,,,,,
Highland Community College,Non-Fiction,2136,2120,7,9,2,2,,,2,,,
Highland Community College,On Display,,,,,,,,,,,,
Highland Community College,Online Resource,,,,,,,,,,,,
Highland Community College,Oversize,,,,,,,,,,,,
Highland Community College,Paperback,,,,,,,,,,,,
Highland Community College,Parenting,,,,,,,,,,,,
Highland Community College,Periodical - Comic books,,,,,,,,,,,,
Highland Community College,Picture Book,59,,,59,,,,,,,,
Highland Community College,Professional Collection,21,21,,,,,,,,,,
Highland Community College,Public Computer,,,,,,,,,,,,
Highland Community College,Puzzles & Board Games,47,47,,,,,,,,,,
Highland Community College,Read and listen - easy reader,,,,,,,,,,,,
Highland Community College,Read and listen - fiction,,,,,,,,,,,,
Highland Community College,Read and listen - non-fiction,,,,,,,,,,,,
Highland Community College,Read and listen - picture book,,,,,,,,,,,,
Highland Community College,Record player,,,,,,,,,,,,
Highland Community College,Recreation : athletic / sports equipment,,,,,,,,,,,,
Highland Community College,Recreation : basketball equipment,,,,,,,,,,,,
Highland Community College,Recreation : fishing equipment,,,,,,,,,,,,
Highland Community College,Recreation : football equipment,,,,,,,,,,,,
Highland Community College,Recreation : softball / baseball equipment,,,,,,,,,,,,
Highland Community College,Recreation : tennis equipment,,,,,,,,,,,,
Highland Community College,Reference,342,342,,,1,1,,,1,,,
Highland Community College,Romance,,,,,,,,,,,,
Highland Community College,Sci Fi-Fantasy,,,,,,,,,,,,
Highland Community College,Software,,,,,,,,,,,,
Highland Community College,Spanish,,,,,,,,,,,,
Highland Community College,Special collection - Dyslexic and Autistic Reading Engagement,,,,,,,,,,,,
Highland Community College,Sports & Recreation,,,,,,,,,,,,
Highland Community College,VG-Gameboy,,,,,,,,,,,,
Highland Community College,VG-Nintendo 3DS,,,,,,,,,,,,
Highland Community College,VG-Nintendo DS,,,,,,,,,,,,
Highland Community College,VG-Nintendo Gamecube,,,,,,,,,,,,
Highland Community College,VG-Nintendo Switch,,,,,,,,,,,,
Highland Community College,VG-Nintendo Wii,,,,,,,,,,,,
Highland Community College,VG-Nintendo Wii U,,,,,,,,,,,,
Highland Community College,VG-PlayStation 2 (PS2),,,,,,,,,,,,
Highland Community College,VG-PlayStation 3 (PS3),,,,,,,,,,,,
Highland Community College,VG-PlayStation 4 (PS4),,,,,,,,,,,,
Highland Community College,VG-PlayStation 5 (PS5),,,,,,,,,,,,
Highland Community College,VG-PlayStation Portable (PSP),,,,,,,,,,,,
Highland Community College,VG--Videogame,,,,,,,,,,,,
Highland Community College,VG-XBox,,,,,,,,,,,,
Highland Community College,VG-XBox 360,,,,,,,,,,,,
Highland Community College,VG-XBox One,,,,,,,,,,,,
Highland Community College,VG-XBox X,,,,,,,,,,,,
Highland Community College,Video (Blu-ray),,,,,,,,,,,,
Highland Community College,Video (Blu-ray/DVD combined edition),,,,,,,,,,,,
Highland Community College,Video (DVD),389,389,,,,,,,1,,,
Highland Community College,Video (media player),,,,,,,,,,,,
Highland Community College,Video (VHS cassette),,,,,,,,,,,,
Highland Community College,Video-TV series (Blu-ray),,,,,,,,,,,,
Highland Community College,Video-TV series (Blu-ray/DVD combined edition),,,,,,,,,,,,
Highland Community College,Video-TV series (DVD),,,,,,,,,,,,
Highland Community College,Video-TV series (media player),,,,,,,,,,,,
Highland Community College,Western,,,,,,,,,,,,
"Holton, Beck-Bookman Library",(Unclassified),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Action & Adventure,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Adult literacy,,,,,,,,,,,,
"Holton, Beck-Bookman Library",African American history and literature,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Archival materials,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Atlas,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Audiobook (cassette),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Audiobook (CD),698,630,14,54,,,,,3,,,
"Holton, Beck-Bookman Library",Audiobook (downloadable),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Audiobook (media player),16,13,,3,,,,,,,,
"Holton, Beck-Bookman Library",Audio-visual equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Bakeware,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Battle of the books,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Bicycle,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Bilingual,1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",Binder,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Biography,4,1,1,2,,,,,,,,
"Holton, Beck-Bookman Library",Blu-ray player,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Board Book,201,,,201,,,,,1,,,
"Holton, Beck-Bookman Library",Chapter Books,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Classics,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Contemporary Issues,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable Book,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable Graphic Novel,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable Magazine,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable Movie,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable Music,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Downloadable TV Show,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Easy Reader,625,,,625,1,,,1,,,,
"Holton, Beck-Bookman Library",Education,2,2,,,,,,,,,,
"Holton, Beck-Bookman Library",Fiction,7102,3584,440,3078,45,30,,15,6,,,
"Holton, Beck-Bookman Library",Gadget,25,23,,2,,,,,,,,
"Holton, Beck-Bookman Library",Genealogy,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Graphic Novel,262,1,33,228,2,,,2,2,,,
"Holton, Beck-Bookman Library",Historical ,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Holiday,137,,,137,,,,,,,,
"Holton, Beck-Bookman Library",Holiday video,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Inspirational,947,947,,,,,,,1,,,
"Holton, Beck-Bookman Library",Interlibrary Loan,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Kansas,421,421,,,,,,,,,,
"Holton, Beck-Bookman Library",Kansas notable books,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Large Print,905,905,,,2,2,,,,,,
"Holton, Beck-Bookman Library",Large Print Non-Fiction,41,40,1,,,,,,,,,
"Holton, Beck-Bookman Library",LGBTQ+,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Lynda.com course,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Magazine,489,471,,18,3,3,,,,,,
"Holton, Beck-Bookman Library",Map,,,,,,,,,,,,
"Holton, Beck-Bookman Library",McNaughton Fiction,,,,,,,,,,,,
"Holton, Beck-Bookman Library",McNaughton Non-fiction,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Miscellaneous,1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",Music : compact disc,212,171,,41,,,,,,,,
"Holton, Beck-Bookman Library",Music : record,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Musical instrument : brass instruments,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Musical instrument : drums and percussion,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Musical instrument : misceleaneous,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Musical instrument : stringed instruments,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Musical instrument : woodwind instruments,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Mystery,911,911,,,2,2,,,1,,,
"Holton, Beck-Bookman Library",Mystery-Cozy,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Non-Fiction,8248,4905,9,3334,10,10,,,1,,,
"Holton, Beck-Bookman Library",On Display,1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",Online Resource,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Oversize,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Paperback,76,75,,1,3,3,,,,,,
"Holton, Beck-Bookman Library",Parenting,10,,,10,,,,,,,,
"Holton, Beck-Bookman Library",Periodical - Comic books,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Picture Book,1023,2,,1021,,,,,3,,,
"Holton, Beck-Bookman Library",Professional Collection,2,,2,,,,,,,,,
"Holton, Beck-Bookman Library",Public Computer,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Puzzles & Board Games,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Read and listen - easy reader,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Read and listen - fiction,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Read and listen - non-fiction,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Read and listen - picture book,1,,,1,,,,,,,,
"Holton, Beck-Bookman Library",Record player,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : athletic / sports equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : basketball equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : fishing equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : football equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : softball / baseball equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Recreation : tennis equipment,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Reference,2,2,,,,,,,,,,
"Holton, Beck-Bookman Library",Romance,115,115,,,,,,,,,,
"Holton, Beck-Bookman Library",Sci Fi-Fantasy,151,149,2,,,,,,,,,
"Holton, Beck-Bookman Library",Software,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Spanish,83,17,1,65,,,,,,,,
"Holton, Beck-Bookman Library",Special collection - Dyslexic and Autistic Reading Engagement,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Sports & Recreation,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Gameboy,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo 3DS,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo DS,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo Gamecube,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo Switch,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo Wii,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-Nintendo Wii U,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-PlayStation 2 (PS2),,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-PlayStation 3 (PS3),,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-PlayStation 4 (PS4),,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-PlayStation 5 (PS5),,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-PlayStation Portable (PSP),,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG--Videogame,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-XBox,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-XBox 360,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-XBox One,,,,,,,,,,,,
"Holton, Beck-Bookman Library",VG-XBox X,,,,,,,,,,,,
"Holton, Beck-Bookman Library",Video (Blu-ray),4,3,,1,,,,,,,,
"Holton, Beck-Bookman Library",Video (Blu-ray/DVD combined edition),2,1,,1,,,,,,,,
"Holton, Beck-Bookman Library",Video (DVD),2313,1538,,775,7,4,,3,3,,,
"Holton, Beck-Bookman Library",Video (media player),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Video (VHS cassette),6,,,6,,,,,,,,
"Holton, Beck-Bookman Library",Video-TV series (Blu-ray),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Video-TV series (Blu-ray/DVD combined edition),,,,,,,,,,,,
"Holton, Beck-Bookman Library",Video-TV series (DVD),156,149,,7,,,,,1,,,
"Holton, Beck-Bookman Library",Video-TV series (media player),1,1,,,,,,,,,,
"Holton, Beck-Bookman Library",Western,704,704,,,3,3,,,,,,
Horton Public Library,(Unclassified),2,2,,,,,,,1,,,
Horton Public Library,Action & Adventure,,,,,,,,,,,,
Horton Public Library,Adult literacy,,,,,,,,,,,,
Horton Public Library,African American history and literature,,,,,,,,,,,,
Horton Public Library,Archival materials,5,5,,,,,,,,,,
Horton Public Library,Atlas,,,,,,,,,,,,
Horton Public Library,Audiobook (cassette),9,5,,4,,,,,,,,
Horton Public Library,Audiobook (CD),204,189,,15,,,,,,,,
Horton Public Library,Audiobook (downloadable),,,,,,,,,,,,
Horton Public Library,Audiobook (media player),209,141,36,32,,,,,1,,,
Horton Public Library,Audio-visual equipment,,,,,,,,,,,,
Horton Public Library,Bakeware,1,1,,,1,1,,,,,,
Horton Public Library,Battle of the books,,,,,,,,,,,,
Horton Public Library,Bicycle,,,,,,,,,,,,
Horton Public Library,Bilingual,1,1,,,,,,,,,,
Horton Public Library,Binder,,,,,,,,,,,,
Horton Public Library,Biography,307,170,13,124,2,2,,,,,,
Horton Public Library,Blu-ray player,,,,,,,,,,,,
Horton Public Library,Board Book,42,,,42,,,,,,,,
